1624284840.000000, 1624284840.000000, 1624284840.000000
32.000000, 32.000000, 32.000000
-53,-9,34
-55,-9,34
-56,-9,35
-55,-10,34
-55,-10,33
-55,-10,33
-55,-12,33
-54,-11,33
-55,-11,33
-55,-11,34
-54,-10,35
-53,-10,35
-54,-10,35
-54,-10,34
-55,-10,33
-55,-11,34
-54,-11,33
-55,-11,34
-54,-11,34
-54,-11,34
-54,-11,35
-54,-11,35
-54,-11,35
-55,-11,34
-54,-11,34
-54,-11,34
-55,-11,34
-54,-11,34
-54,-11,34
-54,-11,34
-55,-11,34
-54,-11,34
-54,-11,35
-54,-11,34
-54,-12,34
-54,-11,34
-55,-11,34
-54,-11,34
-55,-11,34
-55,-11,34
-54,-11,34
-54,-11,34
-54,-11,34
-54,-11,34
-54,-11,34
-54,-11,34
-54,-11,34
-54,-11,34
-54,-11,34
-54,-11,34
-54,-11,34
-54,-11,34
-54,-11,34
-54,-11,34
-55,-11,34
-54,-11,34
-54,-11,34
-54,-11,34
-54,-11,34
-54,-11,34
-55,-12,34
-53,-11,34
-54,-11,34
-55,-11,34
-53,-11,34
-53,-11,34
-55,-11,35
-54,-11,34
-54,-11,34
-54,-12,35
-54,-11,34
-53,-12,34
-53,-12,35
-53,-12,35
-53,-12,35
-53,-12,35
-53,-12,35
-53,-13,35
-53,-13,35
-53,-13,36
-53,-13,36
-53,-14,35
-53,-14,36
-54,-15,37
-54,-16,37
-53,-15,36
-50,-11,37
-49,-11,37
-52,-8,36
-52,-7,37
-48,-7,39
-50,-7,39
-52,-6,37
-52,-6,37
-50,-7,37
-51,-7,38
-50,-7,39
-50,-7,39
-50,-7,40
-52,-8,41
-54,-10,42
-54,-14,43
-53,-14,42
-51,-14,40
-50,-14,41
-50,-12,39
-48,-11,40
-44,-12,43
-40,-13,45
-39,-14,47
-39,-15,45
-40,-14,41
-42,-11,38
-40,-12,39
-37,-14,35
-39,-14,33
-50,-17,31
-54,-19,31
-52,-21,26
-53,-28,29
-52,-31,29
-54,-33,31
-50,-35,34
-52,-39,35
-51,-39,36
-43,-43,31
-43,-47,33
-43,-50,31
-41,-52,31
-43,-51,30
-37,-44,24
-21,-47,30
-31,-50,29
-38,-52,29
-35,-50,27
-38,-50,23
-36,-45,20
-39,-48,20
-36,-56,24
-34,-54,22
-35,-44,16
-33,-49,23
-36,-48,19
-36,-48,19
-35,-49,23
-37,-47,22
-37,-45,22
-36,-46,25
-36,-46,27
-37,-44,27
-38,-46,28
-39,-46,28
-36,-44,27
-36,-44,25
-37,-45,23
-39,-45,24
-38,-44,24
-37,-44,23
-39,-45,22
-43,-44,21
-43,-43,22
-41,-43,22
-44,-43,22
-47,-43,20
-45,-43,20
-45,-41,19
-44,-40,19
-43,-42,21
-45,-43,21
-48,-41,20
-47,-41,20
-45,-41,19
-46,-42,19
-50,-41,18
-45,-40,19
-44,-39,18
-45,-40,19
-47,-41,20
-49,-42,22
-50,-43,24
-52,-43,31
-51,-41,29
-49,-37,25
-49,-33,24
-48,-33,30
-56,-34,33
-59,-33,35
-69,-28,36
-76,-22,33
-64,-17,32
-67,-13,28
-62,-7,22
-51,-4,21
-49,-3,21
-40,-4,28
-38,-5,31
-34,-3,35
-30,-2,37
-29,-4,42
-34,-5,44
-34,-7,41
-38,-8,38
-38,-18,62
-54,-16,60
-53,-4,48
-49,0,45
-52,-2,45
-48,-4,46
-47,-3,45
-48,-4,44
-47,-3,44
-46,-2,44
-48,-3,45
-50,-2,43
-50,-2,43
-50,-1,42
-48,-2,43
-48,-2,43
-47,-1,43
-48,-2,44
-49,-3,44
-48,-3,43
-47,-3,43
-47,-2,42
-48,-2,43
-48,-3,43
-49,-4,43
-49,-3,43
-49,-3,43
-48,-3,43
-48,-2,42
-49,-3,43
-49,-3,43
-48,-2,43
-48,-2,43
-49,-2,43
-48,-2,43
-48,-3,43
