TimeStamp,empatica.acc.x,empatica.acc.y,empatica.acc.z,empatica.hr,empatica.bvp,empatica.eda,empatica.temp
2021-06-25 12:32:47.828125000,-59.0,-12.0,-23.0,89.0171875,-4.64,17.090225875,33.31
2021-06-25 12:32:47.835937500,-59.0,-12.0,-23.0,89.01640625,-5.97,17.0892650625,33.31
2021-06-25 12:32:47.843750000,-59.0,-12.0,-23.0,89.015625,-7.3,17.08830425,33.31
2021-06-25 12:32:47.851562500,-59.0,-12.25,-23.0,89.01484375,-8.805,17.0873434375,33.31
2021-06-25 12:32:47.859375000,-59.0,-12.5,-23.0,89.0140625,-10.31,17.086382625000002,33.31
2021-06-25 12:32:47.867187500,-59.0,-12.75,-23.0,89.01328125,-11.975000000000001,17.0854218125,33.31
2021-06-25 12:32:47.875000000,-59.0,-13.0,-23.0,89.0125,-13.64,17.084461,33.31
2021-06-25 12:32:47.882812500,-59.0,-12.75,-23.0,89.01171875,-15.435,17.0835001875,33.31
2021-06-25 12:32:47.890625000,-59.0,-12.5,-23.0,89.0109375,-17.23,17.082539375,33.31
2021-06-25 12:32:47.898437500,-59.0,-12.25,-23.0,89.01015625,-19.08,17.081578562500003,33.31
2021-06-25 12:32:47.906250000,-59.0,-12.0,-23.0,89.009375,-20.93,17.080617750000002,33.31
2021-06-25 12:32:47.914062500,-59.0,-12.25,-23.0,89.00859375,-22.65,17.0796569375,33.31
2021-06-25 12:32:47.921875000,-59.0,-12.5,-23.0,89.0078125,-24.37,17.078696125,33.31
2021-06-25 12:32:47.929687500,-59.0,-12.75,-23.0,89.00703125,-25.695,17.0777353125,33.31
2021-06-25 12:32:47.937500000,-59.0,-13.0,-23.0,89.00625,-27.02,17.0767745,33.31
2021-06-25 12:32:47.945312500,-59.0,-12.75,-23.0,89.00546875,-27.63,17.075813687500002,33.31
2021-06-25 12:32:47.953125000,-59.0,-12.5,-23.0,89.0046875,-28.24,17.074852875,33.31
2021-06-25 12:32:47.960937500,-59.0,-12.25,-23.0,89.00390625,-27.86,17.0738920625,33.31
2021-06-25 12:32:47.968750000,-59.0,-12.0,-23.0,89.003125,-27.48,17.07293125,33.31
2021-06-25 12:32:47.976562500,-59.0,-12.25,-23.0,89.00234375,-25.995,17.0719704375,33.31
2021-06-25 12:32:47.984375000,-59.0,-12.5,-23.0,89.0015625,-24.51,17.071009625000002,33.31
2021-06-25 12:32:47.992187500,-59.0,-12.75,-23.0,89.00078125,-22.04,17.0700488125,33.31
2021-06-25 12:32:48.000000000,-59.0,-13.0,-23.0,89.0,-19.57,17.069088,33.31
