TimeStamp,empatica.acc.x,empatica.acc.y,empatica.acc.z,empatica.hr,empatica.bvp,empatica.eda,empatica.temp
2021-07-07 13:57:18.679687500,-43.0,5.0,48.0,55.67484375,24.745,0.72849215625,33.75
2021-07-07 13:57:18.687500000,-43.0,5.0,48.0,55.673750000000005,22.94,0.72857225,33.75
2021-07-07 13:57:18.695312500,-43.0,5.0,48.0,55.67265625,21.19,0.72865234375,33.75
2021-07-07 13:57:18.703125000,-43.0,5.0,48.0,55.6715625,19.44,0.7287324375,33.75
2021-07-07 13:57:18.710937500,-43.0,5.0,48.0,55.670468750000005,17.84,0.72881253125,33.75
2021-07-07 13:57:18.718750000,-43.0,5.0,48.0,55.669375,16.24,0.728892625,33.75
2021-07-07 13:57:18.726562500,-43.0,5.0,48.0,55.66828125,14.844999999999999,0.72897271875,33.75
2021-07-07 13:57:18.734375000,-43.0,5.0,48.0,55.667187500000004,13.45,0.7290528125,33.75
2021-07-07 13:57:18.742187500,-43.0,5.0,48.0,55.66609375,12.235,0.72913290625,33.75
2021-07-07 13:57:18.750000000,-43.0,5.0,48.0,55.665000000000006,11.02,0.729213,33.75
2021-07-07 13:57:18.757812500,-43.0,5.0,48.0,55.663906250000004,9.91,0.729092875,33.75
2021-07-07 13:57:18.765625000,-43.0,5.0,48.0,55.6628125,8.8,0.7289727500000001,33.75
2021-07-07 13:57:18.773437500,-43.0,5.0,48.0,55.661718750000006,7.655,0.728852625,33.75
2021-07-07 13:57:18.781250000,-43.0,5.0,48.0,55.660625,6.51,0.7287325,33.75
2021-07-07 13:57:18.789062500,-43.0,5.0,48.0,55.65953125,5.195,0.728612375,33.75
2021-07-07 13:57:18.796875000,-43.0,5.0,48.0,55.658437500000005,3.88,0.72849225,33.75
2021-07-07 13:57:18.804687500,-43.0,5.0,48.0,55.65734375,2.325,0.728372125,33.75
2021-07-07 13:57:18.812500000,-43.0,5.0,48.0,55.65625,0.77,0.728252,33.75
2021-07-07 13:57:18.820312500,-43.0,5.0,48.0,55.655156250000005,-0.96,0.728131875,33.75
2021-07-07 13:57:18.828125000,-43.0,5.0,48.0,55.6540625,-2.69,0.7280117500000001,33.75
2021-07-07 13:57:18.835937500,-43.0,5.0,48.0,55.65296875,-4.43,0.727891625,33.75
2021-07-07 13:57:18.843750000,-43.0,5.0,48.0,55.651875000000004,-6.17,0.7277715,33.75
2021-07-07 13:57:18.851562500,-43.0,5.0,48.0,55.65078125,-7.71,0.727651375,33.75
2021-07-07 13:57:18.859375000,-43.0,5.0,48.0,55.649687500000006,-9.25,0.72753125,33.75
2021-07-07 13:57:18.867187500,-43.0,5.0,48.0,55.64859375,-10.45,0.727411125,33.75
2021-07-07 13:57:18.875000000,-43.0,5.0,48.0,55.6475,-11.65,0.727291,33.75
2021-07-07 13:57:18.882812500,-43.0,5.0,48.0,55.646406250000005,-12.545,0.727170875,33.75
2021-07-07 13:57:18.890625000,-43.0,5.0,48.0,55.6453125,-13.44,0.7270507500000001,33.75
2021-07-07 13:57:18.898437500,-43.0,5.0,48.0,55.64421875,-14.245000000000001,0.726930625,33.75
2021-07-07 13:57:18.906250000,-43.0,5.0,48.0,55.643125000000005,-15.05,0.7268105,33.75
2021-07-07 13:57:18.914062500,-43.0,5.0,48.0,55.64203125,-16.095,0.726690375,33.75
2021-07-07 13:57:18.921875000,-43.0,5.0,48.0,55.6409375,-17.14,0.72657025,33.75
2021-07-07 13:57:18.929687500,-43.0,5.0,48.0,55.639843750000004,-18.71,0.7264501250000001,33.75
2021-07-07 13:57:18.937500000,-43.0,5.0,48.0,55.63875,-20.28,0.72633,33.75
2021-07-07 13:57:18.945312500,-43.0,5.0,48.0,55.63765625,-22.505000000000003,0.726209875,33.75
2021-07-07 13:57:18.953125000,-43.0,5.0,48.0,55.636562500000004,-24.73,0.7260897500000001,33.75
2021-07-07 13:57:18.960937500,-43.0,5.0,48.0,55.63546875,-27.485,0.7259696250000001,33.75
2021-07-07 13:57:18.968750000,-43.0,5.0,48.0,55.634375000000006,-30.24,0.7258495,33.75
2021-07-07 13:57:18.976562500,-43.0,5.0,48.0,55.63328125,-33.225,0.725729375,33.75
2021-07-07 13:57:18.984375000,-43.0,5.0,48.0,55.6321875,-36.21,0.72560925,33.75
2021-07-07 13:57:18.992187500,-43.0,5.0,48.0,55.631093750000005,-39.04,0.7254891250000001,33.75
2021-07-07 13:57:19.000000000,-43.0,5.0,48.0,55.63,-41.87,0.725369,33.75
2021-07-07 13:57:19.007812500,-43.0,5.0,48.0,55.629140625000005,-44.245,0.7254490625000001,33.749375
2021-07-07 13:57:19.015625000,-43.0,5.0,48.0,55.62828125,-46.62,0.725529125,33.74875
2021-07-07 13:57:19.023437500,-43.0,5.0,48.0,55.627421875,-48.45,0.7256091875,33.748125
2021-07-07 13:57:19.031250000,-43.0,5.0,48.0,55.626562500000006,-50.28,0.7256892500000001,33.7475
2021-07-07 13:57:19.039062500,-43.0,5.0,48.0,55.625703125,-51.72,0.7257693125,33.746875
2021-07-07 13:57:19.046875000,-43.0,5.0,48.0,55.624843750000004,-53.16,0.725849375,33.746249999999996
2021-07-07 13:57:19.054687500,-43.0,5.0,48.0,55.623984375,-54.56,0.7259294375,33.745625
2021-07-07 13:57:19.062500000,-43.0,5.0,48.0,55.623125,-55.96,0.7260095,33.745
2021-07-07 13:57:19.070312500,-43.0,5.0,48.0,55.622265625000004,-57.75,0.7260895625,33.744375
2021-07-07 13:57:19.078125000,-43.0,5.0,48.0,55.62140625,-59.54,0.726169625,33.74375
2021-07-07 13:57:19.085937500,-43.0,5.0,48.0,55.620546875,-62.08,0.7262496875000001,33.743125
2021-07-07 13:57:19.093750000,-43.0,5.0,48.0,55.619687500000005,-64.62,0.72632975,33.7425
2021-07-07 13:57:19.101562500,-43.0,5.0,48.0,55.618828125,-68.025,0.7264098125,33.741875
2021-07-07 13:57:19.109375000,-43.0,5.0,48.0,55.61796875,-71.43,0.7264898750000001,33.74125
2021-07-07 13:57:19.117187500,-43.0,5.0,48.0,55.617109375000005,-75.545,0.7265699375,33.740625
2021-07-07 13:57:19.125000000,-43.0,5.0,48.0,55.61625,-79.66,0.72665,33.739999999999995
2021-07-07 13:57:19.132812500,-43.0,5.0,48.0,55.615390625,-83.995,0.7267300625,33.739374999999995
2021-07-07 13:57:19.140625000,-43.0,5.0,48.0,55.614531250000006,-88.33,0.726810125,33.738749999999996
2021-07-07 13:57:19.148437500,-43.0,5.0,48.0,55.613671875,-92.19999999999999,0.7268901875,33.738125
2021-07-07 13:57:19.156250000,-43.0,5.0,48.0,55.612812500000004,-96.07,0.72697025,33.7375
2021-07-07 13:57:19.164062500,-43.0,5.0,48.0,55.611953125,-98.69,0.7270503125,33.736875
2021-07-07 13:57:19.171875000,-43.0,5.0,48.0,55.61109375,-101.31,0.727130375,33.73625
2021-07-07 13:57:19.179687500,-43.0,5.0,48.0,55.610234375000005,-102.02000000000001,0.7272104375,33.735625
2021-07-07 13:57:19.187500000,-43.0,5.0,48.0,55.609375,-102.73,0.7272905000000001,33.735
2021-07-07 13:57:19.195312500,-43.0,5.0,48.0,55.608515625,-101.135,0.7273705625,33.734375
2021-07-07 13:57:19.203125000,-43.0,5.0,48.0,55.607656250000005,-99.54,0.727450625,33.73375
2021-07-07 13:57:19.210937500,-43.0,5.0,48.0,55.606796875,-95.67,0.7275306875,33.733124999999994
2021-07-07 13:57:19.218750000,-43.0,5.0,48.0,55.6059375,-91.8,0.72761075,33.732499999999995
2021-07-07 13:57:19.226562500,-43.0,5.0,48.0,55.605078125000006,-86.10499999999999,0.7276908125,33.731874999999995
2021-07-07 13:57:19.234375000,-43.0,5.0,48.0,55.60421875,-80.41,0.727770875,33.731249999999996
2021-07-07 13:57:19.242187500,-43.0,5.0,48.0,55.603359375000004,-73.645,0.7278509375,33.730624999999996
2021-07-07 13:57:19.250000000,-43.0,5.0,48.0,55.602500000000006,-66.88,0.727931,33.73
2021-07-07 13:57:19.257812500,-43.0,5.0,48.0,55.601640625,-59.905,0.7279710625,33.73
2021-07-07 13:57:19.265625000,-43.0,5.0,48.0,55.600781250000004,-52.93,0.728011125,33.73
2021-07-07 13:57:19.273437500,-43.0,5.0,48.0,55.599921875,-46.42,0.7280511875,33.73
2021-07-07 13:57:19.281250000,-43.0,5.0,48.0,55.5990625,-39.91,0.72809125,33.73
2021-07-07 13:57:19.289062500,-43.0,5.0,48.0,55.598203125000005,-34.195,0.7281313125,33.73
2021-07-07 13:57:19.296875000,-43.0,5.0,48.0,55.59734375,-28.48,0.728171375,33.73
2021-07-07 13:57:19.304687500,-43.0,5.0,48.0,55.596484375,-23.490000000000002,0.7282114375,33.73
2021-07-07 13:57:19.312500000,-43.0,5.0,48.0,55.595625000000005,-18.5,0.7282515,33.73
2021-07-07 13:57:19.320312500,-43.0,5.0,48.0,55.594765625,-13.915,0.7282915625,33.73
2021-07-07 13:57:19.328125000,-43.0,5.0,48.0,55.59390625,-9.33,0.728331625,33.73
2021-07-07 13:57:19.335937500,-43.0,5.0,48.0,55.593046875000006,-4.7700000000000005,0.7283716875,33.73
2021-07-07 13:57:19.343750000,-43.0,5.0,48.0,55.5921875,-0.21,0.72841175,33.73
2021-07-07 13:57:19.351562500,-43.0,5.0,48.0,55.591328125000004,4.535,0.7284518125,33.73
2021-07-07 13:57:19.359375000,-43.0,5.0,48.0,55.59046875,9.28,0.728491875,33.73
2021-07-07 13:57:19.367187500,-43.0,5.0,48.0,55.589609375,14.165,0.7285319375,33.73
2021-07-07 13:57:19.375000000,-43.0,5.0,48.0,55.588750000000005,19.05,0.728572,33.73
2021-07-07 13:57:19.382812500,-43.0,5.0,48.0,55.587890625,23.8,0.7286120625,33.73
2021-07-07 13:57:19.390625000,-43.0,5.0,48.0,55.58703125,28.55,0.728652125,33.73
2021-07-07 13:57:19.398437500,-43.0,5.0,48.0,55.586171875000005,32.8,0.7286921875,33.73
2021-07-07 13:57:19.406250000,-43.0,5.0,48.0,55.5853125,37.05,0.72873225,33.73
2021-07-07 13:57:19.414062500,-43.0,5.0,48.0,55.584453125,40.485,0.7287723125,33.73
2021-07-07 13:57:19.421875000,-43.0,5.0,48.0,55.583593750000006,43.92,0.728812375,33.73
2021-07-07 13:57:19.429687500,-43.0,5.0,48.0,55.582734375,46.36,0.7288524375,33.73
2021-07-07 13:57:19.437500000,-43.0,5.0,48.0,55.581875000000004,48.8,0.7288924999999999,33.73
2021-07-07 13:57:19.445312500,-43.0,5.0,48.0,55.581015625000006,50.23,0.7289325625,33.73
2021-07-07 13:57:19.453125000,-43.0,5.0,48.0,55.58015625,51.66,0.728972625,33.73
2021-07-07 13:57:19.460937500,-43.0,5.0,48.0,55.579296875000004,52.224999999999994,0.7290126875,33.73
2021-07-07 13:57:19.468750000,-43.0,5.0,48.0,55.5784375,52.79,0.72905275,33.73
2021-07-07 13:57:19.476562500,-43.0,5.0,48.0,55.577578125,52.71,0.7290928125,33.73
2021-07-07 13:57:19.484375000,-43.0,5.0,48.0,55.576718750000005,52.63,0.729132875,33.73
2021-07-07 13:57:19.492187500,-43.0,5.0,48.0,55.575859375,52.16,0.7291729375,33.73
2021-07-07 13:57:19.500000000,-43.0,5.0,48.0,55.575,51.69,0.729213,33.73
2021-07-07 13:57:19.507812500,-43.0,5.0,48.0,55.574140625000005,51.09,0.72913290625,33.73
2021-07-07 13:57:19.515625000,-43.0,5.0,48.0,55.57328125,50.49,0.7290528125,33.73
2021-07-07 13:57:19.523437500,-43.0,5.0,48.0,55.572421875,49.995000000000005,0.72897271875,33.73
2021-07-07 13:57:19.531250000,-43.0,5.0,48.0,55.571562500000006,49.5,0.728892625,33.73
2021-07-07 13:57:19.539062500,-43.0,5.0,48.0,55.570703125,49.269999999999996,0.72881253125,33.73
2021-07-07 13:57:19.546875000,-43.0,5.0,48.0,55.569843750000004,49.04,0.7287324375,33.73
2021-07-07 13:57:19.554687500,-43.0,5.0,48.0,55.568984375,49.165,0.72865234375,33.73
2021-07-07 13:57:19.562500000,-43.0,5.0,48.0,55.568125,49.29,0.72857225,33.73
2021-07-07 13:57:19.570312500,-43.0,5.0,48.0,55.567265625000005,49.76,0.72849215625,33.73
2021-07-07 13:57:19.578125000,-43.0,5.0,48.0,55.56640625,50.23,0.7284120625,33.73
2021-07-07 13:57:19.585937500,-43.0,5.0,48.0,55.565546875,50.91,0.7283319687500001,33.73
2021-07-07 13:57:19.593750000,-43.0,5.0,48.0,55.564687500000005,51.59,0.728251875,33.73
2021-07-07 13:57:19.601562500,-43.0,5.0,48.0,55.563828125,52.265,0.72817178125,33.73
2021-07-07 13:57:19.609375000,-43.0,5.0,48.0,55.56296875,52.94,0.7280916875,33.73
2021-07-07 13:57:19.617187500,-43.0,5.0,48.0,55.562109375000006,53.355000000000004,0.72801159375,33.73
2021-07-07 13:57:19.625000000,-43.0,5.0,48.0,55.56125,53.77,0.7279315,33.73
2021-07-07 13:57:19.632812500,-43.0,5.0,48.0,55.560390625000004,53.72,0.72785140625,33.73
2021-07-07 13:57:19.640625000,-43.0,5.0,48.0,55.559531250000006,53.67,0.7277713125,33.73
2021-07-07 13:57:19.648437500,-43.0,5.0,48.0,55.558671875,53.045,0.72769121875,33.73
2021-07-07 13:57:19.656250000,-43.0,5.0,48.0,55.557812500000004,52.42,0.727611125,33.73
2021-07-07 13:57:19.664062500,-43.0,5.0,48.0,55.556953125,51.305,0.72753103125,33.73
2021-07-07 13:57:19.671875000,-43.0,5.0,48.0,55.55609375,50.19,0.7274509375,33.73
2021-07-07 13:57:19.679687500,-43.0,5.0,48.0,55.555234375000005,48.78,0.72737084375,33.73
2021-07-07 13:57:19.687500000,-43.0,5.0,48.0,55.554375,47.37,0.72729075,33.73
2021-07-07 13:57:19.695312500,-43.0,5.0,48.0,55.553515625,45.925,0.72721065625,33.73
2021-07-07 13:57:19.703125000,-43.0,5.0,48.0,55.552656250000005,44.48,0.7271305625,33.73
