1625062322.000000, 1625062322.000000, 1625062322.000000
32.000000, 32.000000, 32.000000
-10,3,62
-11,3,62
-13,4,62
-14,3,62
-13,3,61
-10,3,63
-7,3,66
-13,0,65
-21,-22,80
-34,-18,87
-50,-19,77
-79,22,70
-92,24,57
-65,23,55
-51,34,50
-36,38,56
-20,32,54
-17,28,23
-8,24,14
14,16,15
8,17,11
21,22,5
29,28,7
26,26,13
24,24,42
14,28,38
3,43,33
11,47,34
38,40,47
41,36,56
24,27,61
13,28,61
-8,17,64
-20,13,70
-17,12,70
-26,6,75
-29,5,71
-17,8,70
-20,6,69
-19,10,60
-18,8,58
-7,9,53
-19,23,72
-35,46,127
-11,15,53
-10,26,45
-27,-1,56
-19,-9,72
-14,1,60
-20,4,60
-12,6,63
-15,6,62
-16,5,61
-16,4,61
-18,3,60
-21,5,59
-21,4,61
-13,6,58
-17,6,61
-12,6,62
-14,5,62
-16,4,61
-19,4,60
-15,4,61
-22,6,61
-13,4,61
-14,6,61
-14,5,62
-15,5,61
-15,5,61
-15,4,61
-16,5,61
-17,5,60
-17,5,61
-16,5,61
-15,5,61
-15,5,61
-15,5,61
-16,5,61
-16,5,61
-15,5,61
-14,5,61
-15,5,61
-16,5,61
-16,5,61
-14,5,61
-15,5,61
-14,5,62
-15,5,61
-16,5,61
-17,5,61
-17,5,61
-17,5,61
-17,4,61
-16,4,61
-17,5,61
-18,5,60
-17,6,61
-16,5,61
-15,4,61
-15,3,60
-15,4,62
-17,3,61
-17,4,61
-15,4,61
-15,4,61
-15,4,61
-17,4,61
-18,5,61
-16,5,61
-15,5,61
-13,7,61
-14,4,62
-17,4,61
-17,4,62
-14,3,62
-11,7,62
-13,7,62
-17,6,61
-19,4,60
-20,3,60
-15,2,61
-14,3,62
-15,5,61
-16,7,61
-16,7,61
-16,5,61
-16,3,61
-17,4,61
-18,5,61
-16,6,61
-15,6,61
-17,6,61
-18,5,61
-19,5,60
-18,5,60
-15,4,62
-14,4,61
-15,4,61
-16,4,62
-17,5,60
-15,6,62
-15,6,61
-17,6,61
-18,5,61
-16,5,61
-14,4,61
-15,5,62
-16,5,61
-16,5,61
-16,5,61
-16,6,61
-16,6,61
-15,6,62
-16,6,61
-16,6,61
-16,5,61
-15,5,61
-16,6,61
-16,6,61
-15,6,61
-16,5,61
-18,5,60
-19,5,60
-18,5,61
-17,6,61
-17,5,61
-15,6,61
-15,5,61
-20,8,60
-15,6,61
-14,6,62
-13,6,62
-14,5,61
-16,5,61
-16,5,61
-17,5,61
-16,5,61
-16,6,61
-17,6,61
-16,6,61
-16,5,61
-15,5,61
-16,5,61
-16,6,61
-15,5,62
-15,5,61
-16,5,61
-17,5,61
-16,5,61
-16,5,61
-16,5,61
-15,5,61
-15,5,62
-16,5,61
-17,5,61
-16,5,61
-16,5,61
-17,5,61
-16,5,61
-16,5,61
-16,6,61
-16,5,61
-16,5,61
-16,5,61
-15,5,61
-15,4,61
-17,5,61
-17,5,61
-16,5,62
-17,5,61
-18,5,60
-18,6,60
-17,5,61
-16,5,61
-16,5,61
-16,5,61
-16,5,61
-16,6,61
-15,6,61
-15,5,61
-14,5,62
-17,5,61
-17,5,61
-19,5,62
-18,4,62
-15,3,63
-22,-3,73
-14,-13,74
-51,1,66
-41,-3,65
-26,7,55
-41,31,54
-48,33,51
-42,39,51
-56,41,57
-57,41,56
-59,36,47
-58,35,35
-51,32,32
-31,29,21
-22,26,20
-12,19,9
-11,20,5
21,22,5
44,27,9
67,30,12
74,33,16
67,36,22
51,36,21
45,35,21
31,37,26
25,36,28
15,31,30
1,28,38
-12,29,50
-33,11,62
-38,8,70
-42,6,71
-27,3,74
-34,5,70
-33,8,65
-21,10,65
-23,13,70
-37,18,89
-37,21,77
-7,13,59
-18,8,65
-16,10,56
-16,12,65
-21,3,64
-20,9,58
-22,9,59
-18,7,61
-16,7,60
-18,8,60
-17,9,61
-18,9,60
-18,8,60
-21,8,59
-21,7,59
-18,7,61
-17,12,61
-17,8,61
-20,7,60
-21,6,59
-20,7,59
-19,7,60
-22,9,59
-22,9,59
-20,9,59
-16,6,62
-22,6,59
-16,7,60
-18,9,60
-18,8,60
-20,7,60
-21,9,59
-21,9,59
-19,9,60
-18,8,60
-18,7,61
-18,7,61
-19,7,60
-20,7,60
-19,8,60
-20,7,60
-19,7,61
-18,7,60
-18,8,60
-17,7,61
-17,7,61
-18,7,60
-18,7,60
-18,8,60
-19,7,60
-19,7,60
-17,8,60
-16,9,60
-17,8,61
-18,7,61
-19,7,60
-18,8,60
-17,8,61
-18,7,60
-19,7,60
-18,6,61
-17,7,61
-17,7,61
-17,7,61
-14,6,62
-21,8,59
-15,8,61
-18,7,60
-18,7,60
-19,7,60
-19,7,60
-18,8,60
-17,8,60
-18,7,60
-18,7,60
-18,7,60
-18,8,60
-17,8,61
-17,8,60
-18,8,60
-18,7,60
-18,7,60
-18,7,60
-19,7,60
-18,7,60
-18,8,60
-17,7,61
-17,7,61
-18,7,60
-19,7,60
-18,7,60
-18,7,60
-18,7,60
-18,7,60
-18,7,60
-19,7,60
-19,7,60
-18,7,61
-18,7,61
-18,7,60
-18,7,60
-18,8,60
-18,7,61
-18,7,60
-18,7,61
-18,7,60
-18,7,61
-18,7,60
-18,7,60
-18,7,61
-17,7,61
-18,7,60
-17,7,61
-18,7,60
-18,7,60
-17,7,61
-17,7,61
-17,7,61
-18,7,61
-18,7,60
-18,7,60
-17,7,61
-17,7,61
-18,7,60
-18,7,61
-18,7,61
-18,7,60
-17,7,61
-17,7,61
-17,7,61
-18,7,60
-16,7,61
-18,8,60
-16,8,61
-18,7,60
-18,7,60
-18,7,60
-18,7,61
-18,7,61
-18,7,60
-18,7,60
-17,7,61
-18,7,60
-17,7,60
-17,7,60
-18,7,61
-18,7,60
-18,7,60
-17,7,61
-17,7,61
-18,7,60
-18,7,60
-18,7,60
-17,7,61
-17,7,60
-18,7,61
-18,7,60
-18,7,60
-17,7,61
-17,7,61
-18,7,60
-17,7,60
-17,7,61
-19,7,60
-19,7,60
-18,7,60
-17,7,61
-17,7,60
-18,7,61
-18,7,60
-18,7,60
-18,7,60
-18,7,61
-18,7,60
-18,7,60
-18,7,61
-18,7,60
-18,7,60
-17,7,61
-17,7,60
-18,7,60
-18,7,60
-18,7,61
-17,7,61
-18,7,60
-18,7,61
-18,7,60
-18,7,61
-17,7,61
-18,7,61
-18,8,60
-18,8,60
-18,7,61
-17,7,60
-17,7,60
-17,7,61
-18,7,60
-18,7,60
-18,7,60
-17,7,60
-17,7,61
-18,7,60
-18,7,60
-18,7,61
-18,7,61
-18,7,60
-18,7,60
-18,7,60
-18,7,60
-18,7,60
-18,7,60
-18,7,60
-18,7,61
-18,7,60
-18,7,60
-18,7,60
-17,7,61
-18,7,61
-18,7,60
-18,7,60
-18,7,60
-18,8,60
-18,7,61
-18,7,60
-18,7,60
-18,7,60
-18,8,60
-18,8,60
-18,7,60
-18,7,60
-18,8,60
-18,8,61
-18,8,60
-18,7,60
-18,7,60
-18,7,60
-17,8,60
-17,8,60
-18,7,60
-19,7,60
-18,7,60
-18,7,60
-18,8,60
-18,7,60
-18,7,61
-18,7,60
-18,7,60
-18,8,60
-18,7,60
-18,7,61
-18,8,60
-18,8,61
-21,9,59
-26,7,60
-17,7,69
-31,4,66
-26,4,77
-30,2,77
-36,2,76
-30,5,77
-8,37,61
-24,35,46
-7,23,66
-13,19,72
-22,26,55
-22,36,33
-15,43,20
-3,55,0
5,55,-2
25,36,31
26,23,56
-10,20,57
-3,33,42
25,49,54
30,44,58
-12,32,41
6,32,49
15,33,51
7,31,42
7,31,38
13,27,35
1,23,38
-15,25,51
-7,23,51
-36,7,70
-39,3,74
-24,4,68
-31,2,71
-29,9,78
-36,13,87
-34,17,79
-13,14,54
-14,9,58
-18,9,55
-17,7,59
-23,6,65
-15,5,62
-18,9,60
-16,7,62
-15,8,62
-17,9,61
-16,9,61
-17,9,60
-16,9,61
-15,8,60
-15,9,60
-15,8,61
-16,8,61
-17,7,60
-17,8,60
-16,9,60
-16,8,61
-16,8,61
-16,8,61
-16,8,60
-15,8,60
-15,8,61
-17,8,60
-18,8,60
-19,8,60
-14,8,62
-16,9,61
-14,8,61
-15,8,61
-16,7,61
-16,7,61
-18,8,60
-18,9,60
-17,10,60
-17,10,60
-17,9,61
-16,8,61
-16,8,61
-15,8,61
-15,8,61
-16,8,61
-17,9,60
-18,9,60
-17,9,61
-17,8,61
-16,8,61
-16,8,60
-16,9,61
-17,9,60
-17,9,60
-17,9,60
-16,8,61
-17,8,60
-18,8,60
-17,8,60
-16,8,61
-17,8,60
-16,8,61
-17,9,61
-16,8,61
-17,8,60
-17,8,61
-17,9,60
-16,9,61
-17,9,60
-17,8,60
-16,9,61
-16,9,60
-17,9,60
-17,9,60
-17,9,61
-17,9,60
-18,9,60
-18,9,60
-17,9,60
-16,9,61
-15,9,61
-16,9,61
-16,9,61
-16,8,61
-16,8,61
-16,8,61
-16,9,61
-16,9,60
-16,9,61
-15,8,61
-16,9,61
-16,9,61
-16,8,61
-16,8,61
-16,8,61
-17,8,61
-17,8,61
-17,9,60
-17,9,60
-17,10,60
-16,9,61
-15,8,61
-16,9,60
-15,8,61
-16,9,61
-16,9,61
-16,9,61
-16,9,61
-16,8,61
-16,8,60
-16,8,61
-16,8,60
-16,8,61
-15,9,61
-16,9,61
-16,9,60
-16,8,61
-15,9,61
-16,8,61
-16,8,61
-16,8,61
-16,9,61
-16,8,61
-16,8,60
-16,9,61
-16,8,61
-16,9,61
-15,8,61
-16,8,61
-16,8,61
-15,9,61
-16,8,61
-16,8,61
-16,9,60
-16,8,60
-16,8,61
-16,9,61
-16,8,61
-16,8,61
-16,9,61
-16,9,61
-15,9,61
-15,8,61
-16,8,61
-16,9,61
-16,8,61
-16,8,61
-16,9,61
-15,9,61
-15,8,61
-16,8,60
-16,8,61
-16,8,61
-16,8,61
-16,8,61
-15,8,61
-16,8,61
-16,9,61
-16,8,61
-16,8,61
-15,9,61
-15,8,61
-16,8,61
-16,8,61
-15,9,60
-15,8,61
-16,8,60
-16,9,61
-15,9,61
-16,8,60
-16,8,61
-16,8,61
-15,8,61
-15,8,61
-16,8,61
-16,8,61
-15,9,61
-15,8,61
-16,9,61
-16,9,61
-16,8,61
-16,8,61
-16,9,61
-15,8,61
-15,8,61
-15,8,61
-15,8,61
-16,8,61
-16,8,61
-15,9,61
-15,9,61
-15,8,61
-16,8,61
-16,8,61
-16,8,61
-16,8,61
-15,9,61
-15,9,61
-16,8,61
-15,8,61
-15,8,61
-15,8,61
-15,8,61
-16,8,61
-16,8,60
-15,9,61
-15,8,61
-15,8,61
-16,8,61
-16,8,61
-16,8,61
-16,8,61
-15,9,61
-15,8,61
-16,8,60
-16,8,60
-15,8,61
-15,8,61
-16,8,61
-16,9,61
-16,9,61
-15,8,61
-16,8,61
-15,8,61
-15,8,61
-16,8,61
-16,8,61
-16,8,61
-15,8,61
-16,8,61
-16,8,61
-16,8,61
-15,8,61
-15,8,61
-16,8,61
-16,8,61
-15,8,61
-16,8,61
-16,8,61
-15,8,61
-15,8,61
-16,8,61
-16,8,61
-15,8,61
-15,8,61
-16,8,61
-16,9,60
-16,8,61
-16,8,61
-16,9,60
-16,8,61
-15,9,61
-15,8,61
-16,8,61
-16,8,61
-16,8,61
-16,8,61
-16,8,61
-15,8,61
-15,8,61
-16,8,61
-16,8,60
-16,9,61
-16,8,60
-15,9,61
-16,9,61
-15,9,61
-16,9,60
-16,9,61
-16,8,61
-15,8,61
-15,7,61
-14,8,61
-16,9,61
-16,9,60
-16,9,61
-16,8,61
-16,7,61
-15,7,61
-14,7,61
-14,9,61
-14,9,61
-16,9,61
-17,9,61
-17,6,60
-17,6,60
-17,9,60
-15,10,61
-14,9,62
-16,6,61
-16,6,60
-15,9,61
-15,9,61
-15,8,61
-15,7,61
-17,7,61
-18,7,60
-15,7,61
-14,8,61
-15,8,61
-17,9,61
-18,9,60
-15,8,60
-13,9,62
-15,7,61
-17,7,60
-17,8,60
-14,8,62
-13,7,62
-14,8,62
-15,9,61
-16,10,60
-16,9,60
-16,7,61
-17,7,61
-18,7,61
-17,7,60
-15,8,61
-14,9,61
-15,8,61
-16,8,61
-16,8,61
-16,7,61
-15,8,61
-15,8,61
-15,8,61
-16,8,61
-16,8,61
-15,8,61
-16,8,61
-15,8,61
-16,8,61
-16,8,61
-15,8,61
-15,8,61
-15,8,61
-15,8,61
-15,8,61
-15,8,61
-16,8,61
-16,8,61
-16,8,61
-16,8,61
-16,8,61
-16,8,61
-16,8,61
-16,8,61
-15,8,61
-16,8,60
-16,8,61
-16,8,61
-16,8,61
-16,7,60
-15,7,61
-15,7,61
-16,8,61
-16,7,61
-16,7,61
-15,7,61
-15,7,61
-16,7,61
-16,7,61
-16,8,61
-16,7,61
-15,7,61
-15,8,61
-15,8,61
-16,7,61
-16,7,61
-16,7,61
-15,7,61
-16,7,61
-16,7,61
-16,7,61
-15,7,61
-15,8,61
-15,8,61
-16,7,61
-16,7,61
-15,8,61
-15,7,61
-16,7,61
-16,7,61
-15,8,61
-15,7,61
-15,7,61
-16,8,61
-15,8,61
-16,7,61
-16,7,61
-15,8,61
-15,8,61
-15,7,61
-15,7,61
-15,8,61
-15,7,61
-15,7,61
-16,7,61
-16,7,61
-15,7,61
-15,7,61
-15,7,61
-15,8,61
-15,8,61
-15,7,61
