HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_pNN50,EDA_Phasic_Mean,EDA_Tonic_Mean,HFD_Alpha,Emotion_Label
855.6969696969697,11.663202949031755,12.336429791475327,0.0,,,3.276642438590884,Unclassified
